booking_id,flight_id,customer_id,seat_class,ticket_price,booking_channel,payment_method,baggage_fee,refund_amount
2438,29,453,Economy,,Travel Agent,,799,
2439,959,470,Economy,8000.0,Website,Card,NA,0.0
2440,1118,314,economy,8000.0,Website,Card,499,
2441,1408,737,Economy,,web site,NetBanking,0,
2442,55,2,Business,4500.0,web site,UPI,NA,0.0
2443,686,397,ECONOMY ,-1000.0,Website,Card,0,
2444,775,313,ECONOMY ,-1000.0,Travel Agent,UPI,499,
2445,1194,537,economy,2500.0,App,NetBanking,499,500.0
2446,488,383,Business,2500.0,web site,UPI,0,0.0
2447,1264,570,Business,-1000.0,Website,,0,0.0
2448,966,2,ECONOMY ,8000.0,Website,NetBanking,499,0.0
2449,983,479,Economy,,Website,,799,0.0
2450,584,232,economy,8000.0,Travel Agent,,NA,
2451,1433,156,Business,8000.0,Website,UPI,799,0.0
2452,188,36,Economy,2500.0,web site,UPI,0,
2453,1138,755,Business,2500.0,App,UPI,799,0.0
2454,305,357,Business,-1000.0,web site,Card,499,0.0
2455,68,84,Economy,,App,,799,
2456,551,664,ECONOMY ,,Travel Agent,Card,NA,500.0
2457,1219,767,ECONOMY ,,Travel Agent,NetBanking,499,500.0
2458,310,393,Business,,App,UPI,799,0.0
2459,829,292,Economy,6200.0,App,,799,0.0
2460,1625,697,Business,2500.0,App,Card,NA,0.0
2461,1779,455,ECONOMY ,8000.0,web site,,0,
2462,1572,5,Business,6200.0,web site,UPI,NA,500.0
2463,1227,674,Economy,6200.0,Travel Agent,,0,500.0
2464,559,603,Economy,-1000.0,Website,Card,799,
2465,351,291,Economy,,Travel Agent,,799,500.0
2466,678,28,ECONOMY ,4500.0,App,NetBanking,799,0.0
2467,650,149,ECONOMY ,,Website,UPI,0,0.0
2468,1417,59,Business,,Website,NetBanking,NA,
2469,1048,625,Business,-1000.0,App,Card,0,0.0
2470,732,591,ECONOMY ,2500.0,App,UPI,NA,0.0
2471,1333,282,Economy,2500.0,App,Card,NA,500.0
2472,318,355,ECONOMY ,,App,UPI,799,500.0
2473,608,560,economy,-1000.0,web site,UPI,499,0.0
2474,1749,777,Business,8000.0,Travel Agent,NetBanking,NA,500.0
2475,792,6,Business,4500.0,App,,0,
2476,1477,561,Business,,web site,Card,0,500.0
2477,881,81,ECONOMY ,4500.0,web site,NetBanking,0,500.0
2478,705,148,economy,8000.0,web site,,NA,
2479,964,339,Business,6200.0,Travel Agent,NetBanking,NA,500.0
2480,142,242,Business,2500.0,Website,Card,499,
2481,7,708,Business,-1000.0,web site,Card,NA,500.0
2482,1359,66,economy,6200.0,web site,Card,0,0.0
2483,314,286,Business,6200.0,web site,Card,NA,500.0
2484,834,122,Economy,6200.0,web site,,499,0.0
2485,1437,246,Economy,8000.0,Website,,799,500.0
2486,1062,31,Business,4500.0,Website,,0,0.0
2487,1448,134,ECONOMY ,,Travel Agent,Card,499,0.0
2488,437,451,economy,,web site,UPI,NA,0.0
2489,583,306,ECONOMY ,6200.0,web site,Card,0,0.0
2490,267,641,Economy,4500.0,Website,,499,
2491,1106,777,Economy,8000.0,web site,UPI,799,500.0
2492,711,638,Business,-1000.0,web site,,499,500.0
2493,887,334,Business,2500.0,Website,Card,499,500.0
2494,286,78,economy,,web site,,0,500.0
2495,1709,629,Business,8000.0,Travel Agent,Card,499,500.0
2496,920,37,Business,4500.0,Website,Card,0,0.0
2497,1720,691,economy,-1000.0,web site,UPI,499,0.0
2498,1528,164,Economy,4500.0,web site,,NA,500.0
2499,260,454,ECONOMY ,-1000.0,web site,Card,NA,500.0
2500,382,483,economy,-1000.0,web site,,0,0.0
2501,307,7,ECONOMY ,8000.0,App,NetBanking,NA,0.0
2502,1523,8,ECONOMY ,4500.0,App,Card,799,500.0
2503,1666,773,Business,8000.0,App,NetBanking,NA,0.0
2504,396,666,economy,8000.0,web site,UPI,0,500.0
2505,678,219,Business,-1000.0,Travel Agent,,499,0.0
2506,258,795,ECONOMY ,4500.0,App,Card,799,
2507,47,320,economy,6200.0,Website,Card,799,500.0
2508,692,298,ECONOMY ,-1000.0,App,,NA,0.0
2509,601,107,Economy,8000.0,web site,UPI,799,
2510,1306,293,ECONOMY ,,web site,Card,NA,500.0
2511,779,624,Economy,6200.0,Travel Agent,NetBanking,NA,
2512,1529,234,economy,4500.0,App,UPI,499,500.0
2513,1115,617,Business,6200.0,web site,,0,0.0
2514,1351,434,economy,4500.0,Travel Agent,NetBanking,799,0.0
2515,864,282,Economy,8000.0,web site,UPI,799,0.0
2516,122,88,economy,,Website,Card,499,0.0
2517,1421,121,economy,,web site,UPI,NA,0.0
2518,1115,230,economy,6200.0,web site,UPI,799,0.0
2519,79,554,Economy,2500.0,Travel Agent,Card,499,
2520,574,203,Business,8000.0,web site,UPI,499,
2521,1006,170,ECONOMY ,2500.0,Travel Agent,,799,
2522,1352,636,Business,8000.0,Travel Agent,NetBanking,NA,500.0
2523,1164,352,Business,6200.0,Website,NetBanking,799,0.0
2524,1410,645,ECONOMY ,4500.0,Website,,0,500.0
2525,1053,374,Business,2500.0,App,NetBanking,499,500.0
2526,269,757,Business,4500.0,Website,,499,0.0
2527,808,666,Business,2500.0,Website,Card,0,500.0
2528,1705,384,ECONOMY ,6200.0,Travel Agent,NetBanking,499,0.0
2529,1647,210,Economy,,App,,NA,500.0
2530,949,208,Economy,-1000.0,App,NetBanking,0,0.0
2531,1685,747,Business,,App,Card,0,0.0
2532,1512,292,Business,2500.0,App,Card,NA,0.0
2533,594,660,Economy,-1000.0,Travel Agent,UPI,499,0.0
2534,1685,565,Economy,6200.0,App,NetBanking,NA,500.0
2535,1194,582,Economy,,Website,NetBanking,NA,500.0
2536,182,140,economy,4500.0,Travel Agent,NetBanking,NA,0.0
2537,177,567,Economy,2500.0,App,NetBanking,499,500.0
2538,1641,515,Business,8000.0,Website,Card,499,
2539,1418,181,ECONOMY ,8000.0,web site,UPI,499,
2540,490,298,economy,2500.0,Website,Card,0,0.0
2541,1269,89,economy,-1000.0,Website,Card,0,0.0
2542,594,607,Business,-1000.0,Website,Card,0,0.0
2543,1185,389,ECONOMY ,6200.0,Travel Agent,Card,499,0.0
2544,1689,587,Economy,,Website,Card,0,0.0
2545,394,329,ECONOMY ,-1000.0,App,UPI,NA,0.0
2546,479,779,ECONOMY ,,web site,,0,500.0
2547,1458,713,Economy,8000.0,Website,UPI,499,0.0
2548,1267,118,ECONOMY ,6200.0,Website,NetBanking,0,0.0
2549,490,740,economy,4500.0,Website,Card,799,500.0
2550,1214,377,ECONOMY ,2500.0,web site,UPI,799,
2551,1577,401,Business,2500.0,web site,,799,0.0
2552,734,725,ECONOMY ,4500.0,App,UPI,NA,0.0
2553,241,404,Economy,4500.0,web site,UPI,0,0.0
2554,647,790,ECONOMY ,2500.0,App,,499,0.0
2555,870,409,ECONOMY ,2500.0,Website,NetBanking,799,
2556,1224,407,ECONOMY ,,App,Card,499,0.0
2557,1414,473,Economy,2500.0,web site,UPI,799,0.0
2558,1601,28,ECONOMY ,2500.0,Travel Agent,UPI,NA,0.0
2559,512,187,economy,6200.0,App,UPI,NA,500.0
2560,1095,797,ECONOMY ,6200.0,Travel Agent,Card,499,0.0
2561,959,344,Economy,-1000.0,web site,Card,499,500.0
2562,1110,710,economy,,Travel Agent,NetBanking,799,500.0
2563,648,116,economy,-1000.0,Website,,0,0.0
2564,637,532,economy,4500.0,web site,,499,
2565,401,406,economy,4500.0,App,UPI,0,500.0
2566,1424,242,ECONOMY ,6200.0,web site,NetBanking,799,
2567,863,281,ECONOMY ,,web site,NetBanking,0,
2568,473,503,Economy,4500.0,Website,,499,0.0
2569,937,341,Business,4500.0,web site,,NA,0.0
2570,250,267,Business,-1000.0,Travel Agent,UPI,0,0.0
2571,1535,795,Business,6200.0,Website,NetBanking,NA,0.0
2572,1115,116,Business,,App,,0,0.0
2573,849,552,ECONOMY ,2500.0,Website,NetBanking,NA,0.0
2574,1761,204,ECONOMY ,2500.0,Website,Card,NA,0.0
2575,1603,341,Business,6200.0,Travel Agent,,799,500.0
2576,360,760,ECONOMY ,-1000.0,App,,799,0.0
2577,1024,463,Economy,6200.0,Website,Card,799,500.0
2578,1295,703,Business,6200.0,Travel Agent,NetBanking,NA,
2579,59,10,economy,2500.0,Website,UPI,NA,0.0
2580,312,509,economy,4500.0,web site,,799,0.0
2581,1415,102,ECONOMY ,,App,,499,500.0
2582,1348,57,Business,,web site,UPI,499,500.0
2583,61,800,Economy,8000.0,Travel Agent,UPI,0,0.0
2584,388,422,Business,2500.0,App,NetBanking,799,500.0
2585,387,764,ECONOMY ,8000.0,Website,UPI,NA,0.0
2586,1660,499,Business,,Travel Agent,UPI,799,0.0
2587,1217,364,Business,6200.0,web site,,799,500.0
2588,284,87,ECONOMY ,,Travel Agent,,499,
2589,703,173,Economy,2500.0,Website,,0,
2590,420,278,Business,8000.0,Travel Agent,NetBanking,499,0.0
2591,642,691,Economy,8000.0,App,Card,499,
2592,571,750,ECONOMY ,,Website,UPI,0,0.0
2593,912,14,ECONOMY ,-1000.0,Website,Card,799,500.0
2594,919,415,Economy,,App,UPI,799,500.0
2595,1146,289,Economy,,Travel Agent,Card,499,500.0
2596,1462,360,economy,-1000.0,App,Card,NA,0.0
2597,1382,548,ECONOMY ,,Travel Agent,,NA,0.0
2598,1351,214,Economy,4500.0,web site,NetBanking,NA,500.0
2599,1306,468,ECONOMY ,2500.0,Website,NetBanking,499,0.0
2600,1712,538,ECONOMY ,2500.0,Travel Agent,UPI,0,
2601,1491,591,Economy,2500.0,web site,UPI,0,500.0
2602,822,264,Business,8000.0,Website,UPI,499,0.0
2603,1553,591,ECONOMY ,6200.0,Travel Agent,Card,799,
2604,436,750,Business,,App,Card,NA,
2605,599,573,ECONOMY ,8000.0,Website,UPI,NA,0.0
2606,1296,151,Business,4500.0,App,NetBanking,0,0.0
2607,178,769,Economy,-1000.0,App,Card,NA,
2608,1171,600,Economy,-1000.0,web site,,NA,0.0
2609,304,555,ECONOMY ,6200.0,App,Card,799,
2610,130,420,Business,8000.0,App,UPI,0,0.0
2611,387,700,ECONOMY ,2500.0,Website,,0,0.0
2612,999,533,Economy,-1000.0,web site,,499,0.0
2613,75,511,Economy,-1000.0,App,NetBanking,799,0.0
2614,1378,712,ECONOMY ,8000.0,Travel Agent,,NA,0.0
2615,1261,420,Business,2500.0,web site,NetBanking,799,500.0
2616,809,325,ECONOMY ,4500.0,web site,,NA,500.0
2617,1387,283,Economy,-1000.0,App,UPI,NA,500.0
2618,1021,489,Business,2500.0,Website,Card,799,500.0
2619,1567,136,economy,2500.0,App,,499,
2620,1253,232,Economy,4500.0,App,,799,500.0
2621,352,381,ECONOMY ,4500.0,App,UPI,0,
2622,1544,794,Business,2500.0,web site,Card,799,0.0
2623,887,528,Business,4500.0,App,NetBanking,NA,
2624,1526,491,Business,2500.0,App,NetBanking,499,
2625,1557,649,Economy,2500.0,Travel Agent,Card,NA,
2626,1230,214,economy,4500.0,web site,,499,0.0
2627,529,133,economy,-1000.0,Travel Agent,,499,0.0
2628,954,144,economy,8000.0,App,Card,799,0.0
2629,209,37,economy,4500.0,web site,UPI,0,500.0
2630,292,671,economy,6200.0,Website,Card,NA,0.0
2631,548,203,economy,4500.0,App,UPI,499,500.0
2632,752,409,Economy,4500.0,Travel Agent,,0,500.0
2633,952,225,ECONOMY ,2500.0,Travel Agent,UPI,NA,
2634,1171,675,ECONOMY ,-1000.0,Website,,799,500.0
2635,1729,723,Business,6200.0,Travel Agent,Card,0,500.0
2636,1003,682,economy,8000.0,App,,799,0.0
2637,662,212,economy,,web site,Card,NA,500.0
2638,1264,210,Business,,App,Card,0,0.0
2639,1236,468,ECONOMY ,,App,Card,0,500.0
2640,47,244,economy,2500.0,Travel Agent,,799,500.0
2641,1597,83,Economy,4500.0,Travel Agent,UPI,NA,
2642,890,755,ECONOMY ,,Website,,NA,0.0
2643,610,507,ECONOMY ,8000.0,Website,NetBanking,NA,0.0
2644,292,573,Business,,Website,UPI,499,500.0
2645,380,318,economy,8000.0,web site,Card,499,0.0
2646,667,361,ECONOMY ,4500.0,web site,NetBanking,499,
2647,467,611,Business,-1000.0,Travel Agent,NetBanking,0,0.0
2648,1140,577,Business,6200.0,Travel Agent,,799,
2649,1595,679,Business,4500.0,Website,,0,
2650,445,33,Economy,4500.0,Website,UPI,499,
2651,418,390,ECONOMY ,4500.0,App,NetBanking,NA,
2652,420,738,economy,4500.0,App,NetBanking,NA,500.0
2653,1156,219,Economy,8000.0,web site,UPI,0,0.0
2654,69,618,Economy,6200.0,web site,,0,
2655,426,764,economy,8000.0,Travel Agent,NetBanking,NA,0.0
2656,1361,481,Business,-1000.0,Travel Agent,NetBanking,0,
2657,883,60,Economy,-1000.0,App,,0,
2658,600,790,Business,,Website,UPI,799,500.0
2659,1539,503,economy,,Travel Agent,,NA,500.0
2660,523,506,economy,,App,,0,500.0
2661,268,514,Economy,,Travel Agent,,NA,500.0
2662,180,567,economy,8000.0,Travel Agent,,NA,0.0
2663,1216,542,economy,8000.0,Travel Agent,Card,799,500.0
2664,89,621,ECONOMY ,-1000.0,Travel Agent,Card,0,
2665,324,765,Business,2500.0,App,Card,0,
2666,575,403,economy,6200.0,App,NetBanking,499,500.0
2667,515,542,ECONOMY ,-1000.0,Travel Agent,Card,0,0.0
2668,1680,105,Business,8000.0,Website,Card,NA,0.0
2669,11,534,Economy,4500.0,Travel Agent,NetBanking,NA,500.0
2670,782,438,Economy,6200.0,Website,Card,NA,
2671,532,452,Business,8000.0,web site,UPI,0,
2672,167,191,economy,2500.0,Travel Agent,UPI,499,
2673,1432,321,Business,-1000.0,web site,UPI,0,0.0
2674,1614,310,Economy,6200.0,App,Card,499,500.0
2675,269,557,ECONOMY ,,web site,UPI,0,0.0
2676,1056,322,Business,,Website,UPI,499,500.0
2677,1609,494,economy,-1000.0,Website,UPI,0,0.0
2678,378,302,Business,8000.0,Website,UPI,799,0.0
2679,789,766,Economy,-1000.0,Travel Agent,UPI,499,
2680,1281,742,Business,2500.0,Travel Agent,NetBanking,0,0.0
2681,1376,758,economy,-1000.0,web site,,0,
2682,1629,677,ECONOMY ,2500.0,web site,UPI,0,500.0
2683,1250,152,economy,,App,NetBanking,0,
2684,1438,104,ECONOMY ,2500.0,App,Card,499,0.0
2685,153,781,economy,6200.0,Travel Agent,Card,499,0.0
2686,1153,791,Business,2500.0,Website,Card,NA,0.0
2687,965,508,Business,-1000.0,Travel Agent,,499,
2688,523,554,Economy,8000.0,web site,UPI,0,0.0
2689,849,759,economy,,Website,Card,0,
2690,1213,380,Economy,8000.0,Travel Agent,,0,0.0
2691,226,121,ECONOMY ,2500.0,Website,UPI,0,0.0
2692,1769,685,economy,,App,Card,0,0.0
2693,665,366,ECONOMY ,-1000.0,App,UPI,NA,0.0
2694,453,118,Business,,Travel Agent,,0,0.0
2695,1194,721,ECONOMY ,,Website,,0,500.0
2696,736,32,Business,4500.0,Website,UPI,499,0.0
2697,1726,223,ECONOMY ,2500.0,Website,,799,0.0
2698,1412,571,Economy,6200.0,Travel Agent,,0,0.0
2699,1417,626,ECONOMY ,2500.0,Travel Agent,UPI,499,500.0
2700,871,578,Business,6200.0,Travel Agent,NetBanking,0,
2701,24,605,Business,-1000.0,Website,,499,
2702,538,349,ECONOMY ,8000.0,App,NetBanking,0,
2703,529,146,Business,2500.0,Travel Agent,Card,0,500.0
2704,1271,368,ECONOMY ,,web site,,499,500.0
2705,1737,196,Business,8000.0,web site,,0,500.0
2706,400,46,Economy,8000.0,Travel Agent,,499,
2707,253,481,Business,,web site,NetBanking,0,0.0
2708,1603,703,ECONOMY ,4500.0,web site,,0,0.0
2709,1554,400,ECONOMY ,4500.0,web site,,0,0.0
2710,632,612,economy,6200.0,web site,,NA,0.0
2711,256,406,Business,8000.0,App,,NA,500.0
2712,92,162,Economy,6200.0,web site,Card,499,0.0
2713,1469,152,Business,4500.0,Travel Agent,Card,499,500.0
2714,311,350,ECONOMY ,2500.0,Website,NetBanking,799,
2715,1800,65,ECONOMY ,4500.0,Website,NetBanking,0,500.0
2716,1583,154,Economy,,Travel Agent,Card,799,0.0
2717,1572,90,economy,,Website,NetBanking,799,
2718,35,338,economy,6200.0,App,Card,499,0.0
2719,1487,736,Economy,2500.0,Website,Card,799,500.0
2720,1525,232,Economy,6200.0,Website,NetBanking,0,
2721,1049,228,Business,,App,,NA,0.0
2722,1412,312,Economy,4500.0,Website,UPI,NA,0.0
2723,468,95,economy,8000.0,Website,UPI,0,0.0
2724,1647,698,ECONOMY ,4500.0,Travel Agent,Card,NA,500.0
2725,949,532,ECONOMY ,4500.0,Travel Agent,NetBanking,NA,
2726,579,795,Business,4500.0,web site,Card,799,0.0
2727,401,767,ECONOMY ,,App,NetBanking,799,500.0
2728,1532,191,economy,,Travel Agent,Card,799,0.0
2729,139,478,economy,-1000.0,Website,NetBanking,0,0.0
2730,516,345,Business,4500.0,App,,499,0.0
2731,537,452,ECONOMY ,8000.0,web site,,NA,0.0
2732,1091,132,ECONOMY ,6200.0,Travel Agent,,0,0.0
2733,114,641,ECONOMY ,6200.0,App,UPI,499,
2734,1138,369,economy,2500.0,Travel Agent,Card,NA,0.0
2735,196,673,Economy,8000.0,Travel Agent,UPI,799,500.0
2736,451,4,Economy,2500.0,web site,UPI,799,500.0
2737,729,146,ECONOMY ,6200.0,Travel Agent,,799,500.0
2738,420,219,Economy,-1000.0,web site,UPI,0,500.0
2739,465,233,economy,6200.0,web site,Card,NA,
2740,59,95,Economy,2500.0,App,NetBanking,499,500.0
2741,618,615,ECONOMY ,6200.0,Travel Agent,,0,0.0
2742,1716,488,ECONOMY ,2500.0,App,UPI,799,0.0
2743,1023,622,Business,4500.0,web site,,499,0.0
2744,1006,296,Economy,4500.0,App,UPI,499,0.0
2745,382,235,Business,6200.0,Website,,0,500.0
2746,923,212,Economy,6200.0,App,,NA,500.0
2747,942,483,ECONOMY ,6200.0,Website,,0,0.0
2748,825,395,ECONOMY ,6200.0,web site,UPI,0,
2749,774,735,economy,4500.0,App,UPI,499,0.0
2750,248,595,economy,-1000.0,web site,Card,NA,500.0
2751,1562,451,economy,8000.0,Travel Agent,Card,499,0.0
2752,1742,12,Business,,Travel Agent,,499,0.0
2753,824,411,ECONOMY ,2500.0,Travel Agent,NetBanking,499,0.0
2754,373,208,Business,,Travel Agent,Card,799,500.0
2755,1185,576,Economy,2500.0,Travel Agent,,799,0.0
2756,316,268,economy,2500.0,Website,,499,
2757,1142,699,Economy,8000.0,Website,NetBanking,499,
2758,517,641,Economy,2500.0,web site,NetBanking,799,500.0
2759,1512,566,Business,-1000.0,Travel Agent,Card,0,0.0
2760,1024,588,economy,2500.0,App,,499,
2761,690,591,ECONOMY ,4500.0,web site,,NA,
2762,1065,505,ECONOMY ,8000.0,Travel Agent,Card,799,
2763,148,214,Business,2500.0,web site,NetBanking,0,500.0
2764,451,794,Economy,-1000.0,Travel Agent,Card,NA,
2765,1751,134,economy,4500.0,Website,,NA,0.0
2766,745,29,Economy,2500.0,Website,UPI,499,0.0
2767,685,316,Economy,6200.0,Travel Agent,Card,499,
2768,515,512,economy,2500.0,Travel Agent,UPI,0,0.0
2769,1770,744,ECONOMY ,2500.0,web site,NetBanking,NA,0.0
2770,639,644,Economy,6200.0,web site,Card,0,
2771,931,628,ECONOMY ,8000.0,App,,NA,0.0
2772,75,599,ECONOMY ,2500.0,Website,Card,499,
2773,372,443,Business,4500.0,App,UPI,799,
2774,1163,580,ECONOMY ,4500.0,Travel Agent,NetBanking,NA,0.0
2775,1362,771,Business,6200.0,web site,Card,499,
2776,957,8,Economy,2500.0,Travel Agent,NetBanking,0,
2777,1385,512,economy,,App,,0,
2778,1041,349,ECONOMY ,-1000.0,web site,UPI,0,500.0
2779,1380,620,ECONOMY ,4500.0,Travel Agent,,NA,500.0
2780,1699,218,economy,8000.0,Travel Agent,NetBanking,NA,0.0
2781,345,392,economy,4500.0,web site,,NA,
2782,1643,784,Business,-1000.0,web site,NetBanking,799,
2783,1344,760,ECONOMY ,8000.0,Travel Agent,NetBanking,NA,0.0
2784,715,363,economy,6200.0,web site,NetBanking,799,0.0
2785,1469,654,economy,6200.0,Website,NetBanking,499,
2786,1015,174,Economy,-1000.0,Travel Agent,,799,0.0
2787,1315,639,Business,6200.0,Website,Card,NA,500.0
2788,573,568,Economy,8000.0,Website,NetBanking,499,0.0
2789,407,747,Business,8000.0,App,Card,0,0.0
2790,834,616,ECONOMY ,6200.0,Website,NetBanking,0,
2791,454,470,economy,2500.0,Travel Agent,UPI,799,0.0
2792,1479,396,economy,4500.0,Travel Agent,UPI,799,0.0
2793,94,756,economy,8000.0,Travel Agent,Card,NA,
2794,422,207,Business,8000.0,web site,NetBanking,NA,500.0
2795,1417,404,ECONOMY ,,Website,Card,499,0.0
2796,995,202,ECONOMY ,6200.0,Website,NetBanking,499,0.0
2797,1452,777,Business,2500.0,Website,UPI,0,0.0
2798,1287,501,ECONOMY ,2500.0,web site,UPI,799,0.0
2799,803,307,Business,-1000.0,web site,,NA,0.0
2800,1062,202,economy,2500.0,web site,UPI,799,500.0
2801,441,330,ECONOMY ,,Travel Agent,NetBanking,NA,0.0
2802,1752,350,Economy,6200.0,App,,0,0.0
2803,1558,479,Economy,,web site,,799,
2804,1549,482,Economy,8000.0,Website,UPI,499,0.0
2805,490,737,ECONOMY ,2500.0,App,UPI,499,0.0
2806,1008,473,Business,6200.0,Travel Agent,UPI,499,0.0
2807,1021,422,ECONOMY ,2500.0,Travel Agent,UPI,NA,0.0
2808,1554,46,ECONOMY ,,Travel Agent,UPI,0,
2809,548,42,ECONOMY ,2500.0,web site,Card,799,
2810,1088,749,Business,-1000.0,App,UPI,499,500.0
2811,1060,788,Business,8000.0,App,,799,500.0
2812,1414,695,Economy,6200.0,Travel Agent,Card,NA,0.0
2813,1053,60,Economy,4500.0,Website,,499,
2814,1646,263,economy,,Website,,NA,500.0
2815,1529,640,Business,6200.0,Travel Agent,UPI,799,0.0
2816,50,205,economy,,Website,,799,
2817,11,731,Business,4500.0,web site,UPI,0,500.0
2818,326,212,Economy,4500.0,web site,,499,0.0
2819,44,615,economy,4500.0,Travel Agent,,799,500.0
2820,7,251,Economy,8000.0,Website,NetBanking,799,0.0
2821,1648,185,ECONOMY ,4500.0,App,UPI,0,0.0
2822,1775,644,Business,4500.0,Website,NetBanking,0,0.0
2823,599,132,economy,2500.0,App,UPI,NA,0.0
2824,1655,57,Business,-1000.0,Website,UPI,499,0.0
2825,710,305,Business,,web site,Card,799,
2826,1550,498,ECONOMY ,4500.0,App,NetBanking,799,500.0
2827,485,539,Economy,6200.0,Website,Card,NA,0.0
2828,1761,695,economy,-1000.0,App,,799,0.0
2829,1202,364,Economy,-1000.0,Travel Agent,Card,799,500.0
2830,1325,479,ECONOMY ,-1000.0,Website,NetBanking,799,0.0
2831,500,55,Economy,-1000.0,web site,NetBanking,799,500.0
2832,1520,514,ECONOMY ,8000.0,Website,NetBanking,0,500.0
2833,1050,568,Business,-1000.0,Website,NetBanking,0,0.0
2834,1341,262,Business,8000.0,Travel Agent,UPI,499,500.0
2835,55,455,ECONOMY ,-1000.0,Travel Agent,NetBanking,799,0.0
2836,755,341,Economy,2500.0,App,Card,NA,
2837,1590,338,Business,8000.0,web site,,NA,500.0
2838,763,589,economy,6200.0,Travel Agent,UPI,499,0.0
2839,1054,459,economy,6200.0,App,,NA,0.0
2840,35,506,Economy,,Travel Agent,NetBanking,799,500.0
2841,1122,318,ECONOMY ,8000.0,Travel Agent,UPI,NA,
2842,272,203,Business,8000.0,web site,UPI,499,500.0
2843,746,601,economy,6200.0,Website,Card,NA,
2844,915,270,Economy,8000.0,Travel Agent,UPI,499,0.0
2845,1006,152,ECONOMY ,8000.0,Travel Agent,Card,0,500.0
2846,1674,377,Economy,,App,NetBanking,0,
2847,1305,51,Economy,6200.0,Travel Agent,NetBanking,799,0.0
2848,1619,297,Business,6200.0,Travel Agent,NetBanking,NA,0.0
2849,252,435,economy,4500.0,Travel Agent,,NA,
2850,1043,56,Business,2500.0,Travel Agent,UPI,0,
2851,1555,735,Economy,6200.0,App,UPI,NA,0.0
2852,759,338,ECONOMY ,-1000.0,Travel Agent,Card,0,
2853,1195,238,economy,8000.0,web site,UPI,499,0.0
2854,1369,697,ECONOMY ,2500.0,Travel Agent,UPI,0,0.0
2855,755,381,economy,-1000.0,Website,UPI,0,500.0
2856,1723,210,economy,2500.0,App,,799,0.0
2857,68,626,economy,,App,Card,NA,0.0
2858,1024,602,Economy,4500.0,Website,Card,NA,0.0
2859,1342,65,economy,-1000.0,Travel Agent,NetBanking,NA,0.0
2860,1542,775,ECONOMY ,8000.0,web site,,499,500.0
2861,1728,139,Economy,-1000.0,App,NetBanking,0,0.0
2862,603,191,ECONOMY ,8000.0,Travel Agent,,799,0.0
2863,1491,423,Business,6200.0,Website,NetBanking,NA,0.0
2864,1570,701,economy,8000.0,web site,,499,
2865,1217,667,Business,-1000.0,Website,,NA,500.0
2866,559,625,economy,6200.0,web site,,0,500.0
2867,527,394,economy,-1000.0,Travel Agent,Card,0,500.0
2868,677,448,ECONOMY ,6200.0,App,Card,799,0.0
2869,313,642,ECONOMY ,-1000.0,Website,,799,
2870,800,429,Economy,2500.0,App,Card,499,0.0
2871,1362,791,economy,6200.0,web site,,499,0.0
2872,108,232,ECONOMY ,4500.0,App,,799,0.0
2873,793,692,Economy,4500.0,web site,,799,500.0
2874,1016,514,economy,2500.0,Travel Agent,NetBanking,799,
2875,1406,334,ECONOMY ,,web site,NetBanking,NA,
2876,1151,694,Economy,2500.0,Travel Agent,NetBanking,0,0.0
2877,811,653,ECONOMY ,,web site,NetBanking,799,500.0
2878,440,425,economy,4500.0,web site,UPI,799,
2879,220,262,ECONOMY ,6200.0,App,NetBanking,799,0.0
2880,87,63,Business,4500.0,Website,,NA,500.0
2881,934,733,Economy,6200.0,App,UPI,499,500.0
2882,170,647,Economy,-1000.0,Travel Agent,UPI,799,
2883,767,643,Economy,4500.0,App,NetBanking,799,0.0
2884,1113,90,Business,4500.0,App,Card,NA,
2885,842,728,economy,4500.0,web site,UPI,799,0.0
2886,425,210,Economy,2500.0,web site,UPI,0,
2887,89,40,Business,4500.0,App,UPI,799,500.0
2888,941,671,Business,-1000.0,web site,NetBanking,0,500.0
2889,1736,136,ECONOMY ,2500.0,App,NetBanking,NA,0.0
2890,232,297,economy,6200.0,App,UPI,799,0.0
2891,1286,496,ECONOMY ,,Travel Agent,UPI,499,0.0
2892,877,79,Economy,-1000.0,App,Card,0,
2893,1126,602,ECONOMY ,6200.0,Travel Agent,Card,NA,0.0
2894,579,458,economy,4500.0,Website,NetBanking,499,0.0
2895,1249,130,ECONOMY ,6200.0,App,UPI,499,
2896,871,422,Business,8000.0,Website,Card,499,0.0
2897,823,89,ECONOMY ,6200.0,Travel Agent,UPI,NA,0.0
2898,514,465,Business,6200.0,Travel Agent,Card,NA,
2899,285,56,economy,8000.0,web site,UPI,499,
2900,1483,322,Economy,2500.0,Website,NetBanking,NA,
2901,86,437,Economy,6200.0,web site,UPI,0,0.0
2902,171,715,Economy,8000.0,web site,Card,499,0.0
2903,748,193,economy,,App,UPI,799,500.0
2904,1085,289,Business,2500.0,web site,NetBanking,NA,0.0
2905,906,596,Business,4500.0,App,UPI,499,0.0
2906,303,278,economy,8000.0,Travel Agent,,799,500.0
2907,1514,114,Economy,4500.0,Website,NetBanking,0,0.0
2908,662,728,Business,-1000.0,Website,NetBanking,0,0.0
2909,1243,227,economy,6200.0,web site,NetBanking,499,0.0
2910,854,208,economy,2500.0,Travel Agent,,799,500.0
2911,397,477,Economy,2500.0,Travel Agent,UPI,NA,500.0
2912,478,462,ECONOMY ,2500.0,App,UPI,NA,0.0
